Ano de lancamento,Classificacao,Desenvolvedora,Genero,Media de pontuacao,Nome,Plataforma,Publicadora,Vendas globais
2016,2,1009,10,35.65,Psycho-Pass: Mandatory Happiness,22,131,0.02
2011,2,655,6,21.15,Heavy Fire: Afghanistan,5,53,0.18
2012,0,294,2,33.3,F1 Race Stars,5,34,0.32
2002,1,726,8,40.9,Headhunter,6,8,0.38
2006,2,775,9,41.75,The King of Fighters XI,6,153,0.19
2015,0,723,2,29.65,Ride,17,255,0.1
2012,0,1144,8,13.75,Game Party: Champions,18,19,0.13
2006,0,167,2,38.05,MX vs. ATV Unleashed: On the Edge,16,28,0.69
2006,0,35,0,31.95,FIFA World Cup: Germany 2006,8,7,0.03
2007,2,973,5,43.1,Guitar Hero III: Legends of Rock,14,265,0.02
2010,3,187,2,45.15,Blur,4,4,0.59
2012,1,41,3,46.0,Diablo III,14,4,5.14
2005,1,493,8,38.7,Pariah,13,317,0.1
2010,2,1117,5,19.05,Power Gig: Rise of the SixString,4,53,0.12
2008,1,52,6,44.45,Tom Clancy's Rainbow Six: Vegas 2,5,5,1.34
2006,2,46,6,31.95,Dirge of Cerberus: Final Fantasy VII,6,15,1.48
2016,2,248,8,36.5,Battlezone,9,262,0.04
2013,1,297,6,41.65,Crysis 3,5,7,0.87
2008,2,52,8,46.15,Prince of Persia,5,5,1.07
2016,1,88,6,43.45,Tom Clancy's The Division,17,5,2.16
2011,3,592,8,35.7,Rango: The Video Game,5,7,0.19
2007,1,463,3,48.65,Shin Megami Tensei: Persona 3 FES,6,48,0.63
2009,2,185,5,40.1,Guitar Hero: Smash Hits,5,4,0.35
2014,2,156,0,27.0,WWE 2K15,4,2,0.64
2004,0,172,1,40.4,The SpongeBob SquarePants Movie,19,28,0.94
2013,1,297,8,33.05,Ryse: Son of Rome,17,1,1.38
2006,2,52,8,34.0,Star Wars: Lethal Alliance,16,5,0.13
2015,3,83,0,46.1,NBA 2K16,17,2,2.34
2013,2,910,3,31.7,Mugen Souls Z,5,131,0.07
2007,3,50,6,28.9,Bionicle Heroes,0,21,0.04
2003,0,868,0,47.85,World Series Baseball 2K3,6,8,0.25
2009,2,957,0,39.85,Stoked: Big Air Edition,4,25,0.04
2007,3,276,0,39.2,NHL 2K8,4,2,0.13
2006,0,1109,5,36.1,PaRappa The Rapper,16,3,0.14
2005,3,213,8,38.05,Ty the Tasmanian Tiger 3: Night of the Quinkan,6,4,0.19
2001,2,300,0,42.85,Dave Mirra Freestyle BMX 2,19,30,0.28
2010,2,522,7,36.05,Apache: Air Assault,5,4,0.2
2010,3,364,11,48.6,Plants vs. Zombies,4,209,0.26
2002,0,206,5,31.5,Space Channel 5: Ulala's Cosmic Attack,8,10,0.02
2008,0,254,0,26.0,Big Beach Sports,0,28,1.66
2011,2,68,8,34.15,Captain America: Super Soldier,5,8,0.19
2005,2,103,8,35.65,Batman Begins,6,7,0.56
2002,0,6,0,44.0,Kelly Slater's Pro Surfer,13,4,0.1
2013,0,408,7,19.6,Farming Simulator 2013,4,82,0.38
2003,1,85,8,46.9,Silent Hill 3,6,14,0.71
2003,2,838,9,38.25,Kung Fu Chaos,13,1,0.28
2006,1,351,6,46.15,F.E.A.R.,4,23,0.34
2001,2,143,8,31.95,Star Wars: Obi-Wan,13,4,0.7
2010,0,353,2,45.2,ModNation Racers,5,3,1.12
2009,0,223,7,39.1,EyePet,5,3,0.99
2012,1,534,6,40.55,Syndicate,4,7,0.18
2016,2,41,6,48.05,Overwatch,9,4,2.14
2007,2,482,6,38.25,Ghost Squad,0,8,0.77
2014,0,18,0,43.55,Madden NFL 15,9,7,2.19
2016,0,723,2,39.55,Sébastien Loeb Rally Evo,9,452,0.04
2013,3,200,2,40.4,Need for Speed Rivals,17,7,0.69
2011,3,140,8,40.9,Skylanders: Spyro's Adventure,5,4,0.94
1999,2,786,8,43.75,Incredible Crisis,12,103,0.08
2005,2,527,6,38.7,America's Army: Rise of a Soldier,13,5,0.25
2012,0,434,8,32.25,Epic Mickey 2: The Power of Two,4,32,0.51
2006,3,294,2,44.6,TOCA Race Driver 3,6,34,0.08
2012,1,225,9,41.95,Dead or Alive 5,4,116,0.32
2006,0,449,4,41.95,Lemmings,16,3,0.86
2005,2,32,9,47.2,SoulCalibur III,6,25,1.07
2010,2,185,8,40.75,Spider-Man: Shattered Dimensions,5,4,0.44
2009,3,294,2,28.25,DiRT 2,0,34,0.37
2009,1,248,6,17.95,ShellShock 2: Blood Trails,4,21,0.09
2003,0,57,0,50.15,Madden NFL 2004,13,7,1.09
2008,0,1109,3,27.75,Digimon World Championship,3,25,0.07
2002,0,219,0,42.05,Beach Spikers: Virtua Beach Volleyball,19,8,0.1
2010,0,22,0,45.55,2010 FIFA World Cup South Africa,4,7,0.85
2011,0,371,4,26.9,Bust-A-Move Universe,10,15,0.31
2011,0,803,0,39.5,Jonah Lomu Rugby Challenge,4,219,0.31
2008,3,245,5,45.4,Pinball Hall of Fame: The Williams Collection,0,158,0.47
2010,0,52,0,40.25,Your Shape: Fitness Evolved,4,5,1.32
2005,0,35,2,36.0,Need for Speed Underground 2,3,7,0.13
2004,0,572,3,38.05,Mega Man X: Command Mission,6,12,0.18
2004,0,83,0,50.55,ESPN NFL 2K5,13,8,1.63
2009,3,1511,8,44.1,Trine,14,125,0.01
2005,1,92,6,45.3,SOCOM: U.S. Navy SEALs Fireteam Bravo,16,3,1.12
2007,0,457,4,27.4,Bubble Bobble Double Shot,3,70,0.04
2002,0,337,0,39.9,NBA Inside Drive 2003,13,1,0.31
2007,3,68,8,35.15,Spider-Man: Friend or Foe,6,4,0.37
2005,3,337,1,28.5,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,6,63,0.1
2015,1,1012,8,40.25,Valkyrie Drive: Bhikkhuni,22,148,0.11
2004,0,67,8,33.5,Spyro Orange: The Cortex Conspiracy,8,23,0.57
2003,0,22,2,46.0,Need for Speed Underground,19,7,1.21
2011,0,83,0,37.9,Major League Baseball 2K11,4,2,0.45
2011,1,116,8,41.75,Dragon Age II,4,7,1.11
2015,3,180,5,44.25,Hatsune Miku: Project Mirai DX,10,8,0.32
2008,2,872,8,37.45,Spider-Man: Web of Shadows,5,4,0.26
2002,0,1312,0,40.65,Swingerz Golf,19,21,0.08
2005,0,281,5,32.55,Bratz: Rock Angelz,6,28,0.38
2009,2,1047,0,33.05,Blood Bowl,4,82,0.16
2011,2,589,9,33.1,Naruto Shippuden: Ultimate Ninja Impact,16,25,0.34
1998,0,870,4,43.65,Bomberman Party Edition,12,17,0.12
2007,2,61,5,45.1,Guitar Hero III: Legends of Rock,6,4,4.98
2013,3,313,10,35.85,Doki-Doki Universe,22,3,0.01
2013,2,694,8,37.4,Batman: Arkham Origins Blackgate,10,19,0.27
2007,2,1155,6,20.0,Hour of Victory,4,39,0.13
2013,1,701,8,25.25,Attack on Titan: Humanity in Chains,10,185,0.42
2013,1,119,8,43.75,Saints Row IV,4,41,1.66
2005,1,509,6,42.45,Doom 3: Resurrection of Evil,13,4,0.71
2015,3,67,8,46.3,Skylanders: SuperChargers,18,4,0.48
2015,1,1012,8,37.5,Senran Kagura: Estival Versus,9,214,0.18
2014,1,357,8,35.4,Castlevania: Lords of Shadow 2,5,14,0.2
2009,0,18,0,48.75,FIFA Soccer 10,4,7,2.62
2016,1,163,3,48.8,Dark Souls III,14,25,0.07
2013,1,248,6,31.9,Sniper Elite V2,18,11,0.02
2002,0,281,1,36.85,Taz Wanted,6,10,0.16
2012,1,248,6,38.45,Sniper Elite V2,5,11,0.96
2006,2,1433,7,47.4,IL-2 Sturmovik: 1946,14,5,0.04
2016,0,738,0,47.1,Rocket League,14,11,0.06
2004,0,167,2,44.6,MX Unleashed,6,28,1.92
2001,0,310,0,37.4,NFL Quarterback Club 2002,6,30,0.22
2008,3,327,5,21.5,Family Party: 30 Great Games,0,58,0.09
2004,2,251,6,37.3,Terminator 3: The Redemption,13,10,0.06
1998,0,1160,6,35.6,Strikers 1945,12,162,0.12
2014,3,12,5,38.9,Just Dance 2015,9,5,0.39
2008,3,69,3,38.3,Magician's Quest: Mysterious Times,3,14,0.53
2006,0,182,1,30.95,Super Monkey Ball Adventure,16,8,0.08
2009,0,35,0,34.1,NBA Live 10,16,7,0.24
2014,0,525,8,26.65,Sonic Boom: Shattered Crystal,10,8,0.29
2012,3,294,2,40.7,DiRT Showdown,4,34,0.23
2010,2,105,6,32.05,Front Mission Evolved,4,15,0.2
2006,1,45,5,42.6,Metal Gear Solid: Digital Graphic Novel,16,14,0.04
2000,1,198,8,42.85,Tenchu 2: Birth of the Stealth Assassins,12,4,0.58
2008,2,1585,3,46.95,Warhammer Online: Age of Reckoning,14,521,0.02
2001,0,358,2,41.5,GT Advance 2: Rally Racing,8,28,0.11
2012,1,248,6,36.9,Sniper Elite V2,4,11,0.84
2004,2,48,9,30.9,Capcom Fighting Evolution,6,12,0.2
2004,1,281,6,23.2,Bad Boys: Miami Takedown,6,87,1.15
2013,3,12,5,40.25,Just Dance 2014,9,5,0.41
2004,0,107,8,37.15,Harry Potter and the Prisoner of Azkaban,19,7,0.38
2007,2,648,5,40.55,Scene It? Lights Camera Action,4,1,0.48
2005,2,1412,5,40.7,Pump It Up: Exceed,6,180,0.06
2003,0,12,2,28.15,Monster 4x4: Masters of Metal,6,5,0.28
2014,2,235,2,33.2,The Crew,9,5,1.72
2007,1,134,6,52.25,BioShock,14,2,0.41
2012,1,440,3,43.8,Kingdoms of Amalur: Reckoning,14,7,0.3
2008,1,258,6,39.8,Army of Two,4,7,1.64
2008,0,57,0,45.0,Madden NFL 09,4,7,2.53
2009,2,188,8,34.5,Dynasty Warriors 6 Empires,5,48,0.34
2012,1,440,3,43.85,Kingdoms of Amalur: Reckoning,4,7,0.87
2005,1,48,8,37.9,Haunting Ground,6,12,0.07
2011,1,73,6,45.4,Resistance 3,5,3,1.48
2003,0,376,0,41.4,NFL Fever 2004,13,1,0.32
2008,3,940,10,34.6,Afrika,5,53,0.22
2008,2,213,8,39.45,Star Wars: The Force Unleashed,0,18,1.86
2009,0,53,2,50.0,Forza Motorsport 3,4,1,5.49
2008,0,160,0,27.7,Deca Sports,0,14,2.5
2003,2,52,8,35.65,Batman: Rise of Sin Tzu,6,5,0.35
2009,0,69,0,38.3,Pro Evolution Soccer 2010,16,14,0.8
2007,2,1675,11,36.1,Theatre Of War,14,206,0.01
2010,1,248,6,37.7,Aliens vs Predator,14,8,0.19
2009,2,46,8,36.8,Final Fantasy Crystal Chronicles: The Crystal Bearers,0,15,0.39
2004,2,401,3,34.9,Crimson Tears,6,12,0.03
2007,3,250,8,23.95,The Golden Compass,3,8,0.6
2008,1,52,8,45.85,Far Cry 2,4,5,1.59
2008,0,43,7,44.95,Viva Pinata: Trouble in Paradise,4,1,0.47
2011,1,885,8,33.5,Hunted: The Demon's Forge,4,6,0.22
2010,1,627,8,40.25,Silent Hill: Shattered Memories,16,14,0.3
2007,0,845,5,18.75,Alvin and the Chipmunks,6,205,0.07
2011,0,83,0,39.15,Major League Baseball 2K11,5,2,0.2
2008,0,267,0,32.65,Sega Bass Fishing,0,8,0.5
2009,1,1024,6,31.55,Velvet Assassin,4,233,0.18
2009,1,340,8,47.35,Bayonetta,5,8,1.21
2014,1,233,8,45.2,Soul Sacrifice Delta,22,3,0.22
2005,1,262,6,34.95,Conflict: Global Terror,13,113,0.1
2005,3,1299,9,20.25,Marvel Nemesis: Rise of the Imperfects,3,7,0.08
2001,2,163,3,35.9,Forever Kingdom,6,227,0.09
2005,2,170,9,23.4,TMNT: Mutant Melee,19,14,0.07
2006,0,772,1,42.15,Mega Man ZX,3,12,0.28
2005,3,564,0,43.4,NHL 2K6,6,2,0.42
2002,2,980,6,39.5,Turok: Evolution,8,30,0.12
2004,2,551,8,46.35,Viewtiful Joe 2,6,12,0.21
2004,0,83,0,47.05,ESPN College Hoops 2K5,6,8,0.84
2007,0,452,8,34.35,Ratatouille,0,28,0.5
2014,1,898,8,31.75,Onechanbara Z2: Chaos,9,131,0.24
2006,2,1225,11,35.45,Chaos Wars,6,323,0.04
2005,2,292,8,43.6,Twisted Metal: Head On,16,3,0.77
2004,0,18,0,48.1,Tiger Woods PGA Tour 2005,6,7,1.44
2008,2,735,7,23.2,WWII Aces,0,160,0.27
2015,1,141,9,46.65,Mortal Kombat X,17,19,1.38
2005,0,260,1,42.15,Tak: The Great Juju Challenge,19,28,0.15
2005,1,1380,6,18.9,Land of the Dead: Road to Fiddler's Green,13,414,0.06
2009,2,48,9,50.15,Street Fighter IV,4,12,2.94
2013,1,69,10,51.0,Metal Gear Solid: The Legacy Collection,5,14,0.4
2013,1,529,6,32.95,Defiance,5,149,0.35
2012,1,373,8,44.4,Darksiders II,14,128,0.15
2012,1,116,3,47.25,Mass Effect 3,14,7,0.97
2008,1,331,6,34.95,SOCOM: U.S. Navy SEALs Confrontation,5,3,1.25
2005,0,250,1,28.8,"Ed, Edd n Eddy: The Mis-Edventures",6,39,0.41
2006,2,256,9,40.8,Dragon Ball Z: Budokai Tenkaichi 2,6,10,0.79
2008,2,450,9,39.8,Dragon Ball Z: Burst Limit,4,10,0.49
2009,1,534,6,43.85,The Chronicles of Riddick: Assault on Dark Athena,5,23,0.25
2000,0,18,0,46.4,FIFA 2001 Major League Soccer,12,7,0.32
2015,2,247,3,40.05,Ray Gigant,22,25,0.04
2005,0,378,1,39.65,Tokobot,16,2,0.06
2007,2,166,11,32.45,"Warhammer 40,000: Squad Command",3,28,0.06
2013,1,171,8,33.95,Dead Island: Riptide,5,41,0.6
2013,3,182,8,43.05,LEGO Marvel Super Heroes,14,19,0.17
2003,0,165,10,43.3,Uru: Ages Beyond Myst,14,5,0.02
2005,1,225,8,51.35,Ninja Gaiden Black,13,1,0.09
2003,0,468,3,43.95,Harvest Moon: A Wonderful Life,19,5,0.79
2010,1,373,8,45.4,Darksiders,14,28,0.15
2005,2,9,3,42.65,Grandia III,6,15,0.49
2012,1,604,6,42.5,Spec Ops: The Line,5,2,0.54
2009,3,717,2,38.15,Need for Speed: Nitro,3,7,0.38
2011,2,475,8,20.25,X-Men: Destiny,0,4,0.1
2008,2,6,8,38.15,007: Quantum of Solace,14,4,0.03
2001,2,476,1,27.2,Shrek,13,71,0.36
2007,2,112,5,32.95,Marvel Trading Card Game,3,14,0.12
2001,0,18,2,44.25,F1 2001,13,7,0.06
2013,3,195,1,49.85,Rayman Legends,5,5,0.58
2005,1,668,8,41.55,Stubbs the Zombie in Rebel Without a Pulse,13,28,0.11
2002,2,764,8,39.8,Driver 2 Advance,8,10,0.34
2008,2,213,8,24.85,Hellboy: The Science of Evil,4,14,0.11
2005,0,239,1,26.1,Popeye: Rush for Spinach,8,10,0.03
2002,0,18,0,49.55,NCAA Football 2003,19,7,0.21
2006,1,813,10,35.1,24: The Game,6,3,0.3
2003,0,483,0,42.75,All-Star Baseball 2004,6,30,0.42
2007,2,83,8,25.2,Fantastic Four: Rise of the Silver Surfer,4,2,0.11
2010,0,562,0,31.35,Tony Hawk: Shred,5,4,0.28
2002,0,481,8,21.5,Star Wars Episode II: Attack of the Clones,8,28,0.77
2004,0,107,8,37.9,Harry Potter and the Prisoner of Azkaban,13,7,0.19
2010,2,769,6,33.1,The Shoot,5,3,0.34
2013,3,22,0,43.45,NHL 14,4,7,0.54
2003,2,203,9,44.45,Def Jam Vendetta,6,7,1.94
2004,2,161,3,45.25,X-Men Legends,13,4,0.9
2012,2,188,8,35.5,Dynasty Warriors 7: Empires,5,116,0.14
2008,0,494,3,37.75,Blue Dragon Plus,3,153,0.21
2004,2,1241,6,43.15,Alien Hominid,6,84,0.1
2007,2,278,6,45.7,Contra 4,3,14,0.3
2004,1,427,10,37.7,The X Files: Resist or Serve,6,23,0.12
2007,3,83,0,40.15,All-Pro Football 2K8,5,2,0.15
2007,0,728,2,40.6,Sega Rally Revo,16,8,0.25
2013,1,29,6,43.8,Battlefield 4,17,7,2.02
2004,2,1192,6,40.55,Metal Slug 3,13,153,0.1
2007,2,728,2,44.4,FlatOut: Ultimate Carnage,4,87,0.11
2001,0,158,2,33.35,18 Wheeler: American Pro Trucker,6,30,0.4
2007,2,186,6,35.75,Call of Duty: Roads to Victory,16,4,2.13
2011,2,1101,8,21.85,Thor: God of Thunder,4,8,0.14
2008,0,69,0,45.7,Pro Evolution Soccer 2008,0,14,1.19
2008,3,246,11,46.35,Sid Meier's Civilization Revolution,5,2,0.78
2000,0,18,0,47.0,NBA Live 2001,12,7,1.25
2003,2,269,2,48.75,F-Zero GX,19,0,0.65
2012,3,352,3,40.8,Fantasy Life,10,0,1.13
2015,2,247,3,39.4,Tales of Zestiria,9,25,0.4
2006,2,453,2,32.8,The Fast and the Furious,6,25,0.06
2008,2,48,3,44.85,Monster Hunter Freedom Unite,16,12,5.48
2010,0,173,7,38.55,Kinectimals,4,1,1.62
2008,1,100,6,43.45,Brothers in Arms: Hell's Highway,14,5,0.02
2007,2,231,6,42.7,Metal Slug Anthology,16,153,0.05
2005,0,761,10,19.75,Charlie and the Chocolate Factory,13,63,0.11
2008,0,107,2,36.25,NASCAR 09,5,7,0.25
2005,1,1057,8,39.3,Cold Fear,13,5,0.06
2011,3,50,8,41.4,LEGO Star Wars III: The Clone Wars,4,18,1.48
2001,0,55,2,50.65,Mario Kart: Super Circuit,8,0,5.47
2016,3,140,1,42.75,Skylanders Imaginators,9,4,0.14
2002,0,1451,4,36.55,ZooCube,19,30,0.02
2002,2,1228,8,45.25,Syberia,14,361,0.03
2006,0,1093,5,32.8,Rayman Raving Rabbids,14,5,0.01
2003,0,69,7,45.1,DDRMAX2: Dance Dance Revolution,6,14,1.81
2000,0,310,2,28.3,RC Revenge Pro,6,30,0.17
2011,2,956,5,44.65,You Don't Know Jack,5,28,0.18
2011,2,558,6,35.0,Earth Defense Force: Insect Armageddon,5,58,0.2
2012,3,323,8,45.85,Kid Icarus: Uprising,10,0,1.27
2013,1,41,3,46.8,Diablo III,4,4,1.41
2002,0,639,3,36.9,RPG Maker II,6,155,0.13
2009,2,666,5,16.9,Rolling Stone: Drum King,0,11,0.1
2008,2,1223,7,43.75,Trauma Center: Under the Knife 2,3,91,0.11
2006,0,0,5,32.3,Wii Play,0,0,28.92
2007,3,52,8,32.95,TMNT,0,5,0.36
2008,3,51,8,38.15,The Legend of Kage 2,3,15,0.07
2004,1,126,6,43.4,Hitman: Contracts,13,21,0.34
2006,3,50,8,46.8,LEGO Star Wars II: The Original Trilogy,13,18,0.44
2008,1,347,6,19.8,Sniper: Art of Victory,14,86,0.49
2011,0,281,0,25.75,Michael Phelps: Push the Limit,4,11,0.11
2016,2,246,11,47.55,XCOM 2,14,2,0.23
2001,0,733,1,29.85,Portal Runner,6,76,0.13
2003,2,116,3,51.0,Star Wars: Knights of the Old Republic,14,18,0.14
2012,3,182,8,38.6,LEGO Batman 2: DC Super Heroes,10,19,0.75
2005,2,59,7,46.15,The Movies,14,4,0.04
2009,2,60,5,45.9,Guitar Hero 5,4,4,1.13
2006,1,790,6,43.15,Prey,4,2,0.32
2012,2,202,2,46.7,Forza Horizon,4,1,1.96
2003,2,32,6,41.5,Kill.Switch,13,25,0.24
2015,2,743,3,34.65,Sword Art Online: Lost Song,9,25,0.25
2012,2,12,8,27.7,Dungeon Hunter Alliance,22,5,0.2
2010,2,143,8,33.35,Star Wars: The Force Unleashed II,4,18,1.43
2001,2,6,0,43.4,Tony Hawk's Pro Skater 2x,13,4,0.63
2012,1,604,6,42.1,Spec Ops: The Line,4,2,0.42
2005,2,7,6,47.2,Call of Duty 2,14,4,0.06
2002,2,310,9,28.4,Legends of Wrestling,19,30,0.13
2003,1,634,6,36.1,Mace Griffin: Bounty Hunter,13,7,0.11
2009,2,58,5,48.35,The Beatles: Rock Band,5,31,1.12
2006,2,1420,3,42.55,Titan Quest,14,28,0.06
2011,1,297,8,46.1,Crysis 2,5,7,1.29
2013,1,72,8,34.7,Deadpool,4,4,0.43
2004,0,1048,4,40.75,Zoo Keeper,3,153,0.16
2002,2,67,6,41.4,Star Wars Jedi Knight II: Jedi Outcast,19,4,0.23
2003,2,126,6,44.7,Freedom Fighters,6,7,0.52
2016,2,117,8,40.15,Dragon Ball: Xenoverse 2,17,25,0.2
2002,0,566,10,39.75,Ecco the Dolphin: Defender of the Future,6,3,0.14
2009,3,374,3,35.85,Marvel: Ultimate Alliance 2,3,4,0.2
2010,2,48,10,46.0,Ghost Trick: Phantom Detective,3,12,0.38
2011,2,760,8,31.4,The First Templar,14,206,0.08
2011,1,133,9,47.15,Mortal Kombat,4,19,2.1
2005,3,249,8,38.0,Shrek SuperSlam,6,4,0.5
2016,1,237,8,46.0,Dishonored 2,14,6,0.12
2008,0,421,0,46.85,MLB 08: The Show,5,3,0.7
2005,2,89,7,44.4,The Sims 2: University,14,7,0.06
2006,0,192,7,27.1,The Sims 2: Pets,3,7,2.07
2007,0,167,2,33.9,Cars: Mater-National Championship,5,28,0.41
2007,0,894,1,10.85,Anubis II,0,139,0.07
2003,2,342,2,29.9,The Italian Job,13,21,0.08
2007,2,671,8,35.3,Van Helsing,13,4,0.18
2009,1,163,8,37.4,Ninja Blade,4,1,0.33
2014,1,263,6,43.55,Wolfenstein: The New Order,9,6,1.55
2007,0,35,0,37.05,NCAA March Madness 07,4,7,0.21
2007,0,313,0,45.8,MLB 07: The Show,6,3,0.93
2000,2,653,9,41.5,Victorious Boxers: Ippo's Road to Glory,6,87,0.47
2011,2,54,8,51.35,Batman: Arkham City,4,19,4.73
2006,2,230,3,45.0,Xenosaga Episode III: Also sprach Zarathustra,6,25,0.37
2009,2,256,9,32.1,Dragon Ball: Raging Blast,5,25,0.77
2009,2,213,8,24.65,Star Wars The Clone Wars: Republic Heroes,4,18,0.39
2001,2,1596,7,49.9,IL-2 Sturmovik,14,531,0.01
2012,1,534,6,40.75,Syndicate,5,306,0.14
2009,2,188,8,32.35,Dynasty Warriors: Strikeforce,4,48,0.23
2007,3,213,1,29.7,The Legend of Spyro: The Eternal Night,6,23,0.42
2010,0,532,3,37.55,Fossil Fighters: Champions,3,0,0.67
2009,2,929,3,25.4,Mimana Iyar Chronicle,16,66,0.09
2010,2,30,0,43.8,Skate 3,5,7,1.98
2013,1,797,3,30.85,Criminal Girls: Invite Only,22,131,0.06
2016,2,117,8,40.4,Dragon Ball: Xenoverse 2,9,25,0.71
2001,0,0,2,44.15,Wave Race: Blue Storm,19,0,0.6
2014,1,26,6,43.2,Call of Duty: Advanced Warfare,17,4,5.27
2010,3,278,8,41.0,Batman: The Brave and the Bold the Videogame,3,19,0.29
2010,0,804,1,43.45,Mega Man Zero Collection,3,12,0.31
2009,0,69,0,42.45,Pro Evolution Soccer 2010,14,14,0.01
2002,0,211,0,35.0,Whirl Tour,19,23,0.05
2012,3,31,5,36.9,Just Dance 4,18,5,0.37
2007,0,35,0,36.8,EA Playground,0,7,1.29
2008,0,611,0,25.3,Summer Sports: Paradise Island,0,5,0.53
2003,0,76,5,43.75,EyeToy Play,6,3,4.2
2014,1,73,6,44.35,Sunset Overdrive,17,1,1.14
2014,2,327,8,38.9,Hyperdimension Neptunia U: Action Unleashed,22,342,0.11
2002,0,0,8,50.55,Metroid Fusion,8,0,1.68
2014,0,294,2,42.1,GRID Autosport,14,34,0.02
2008,0,162,5,16.8,Game Party 2,0,39,1.88
2011,1,999,8,25.5,Warriors: Legends of Troy,5,48,0.19
2006,0,114,5,44.4,Personal Trainer: Cooking,3,0,3.11
2004,0,572,1,38.25,Mega Man X8,6,12,0.29
2009,2,149,11,37.35,Tom Clancy's EndWar,14,5,0.02
2015,2,156,0,40.2,WWE 2K16,9,2,1.21
2006,3,294,2,45.9,TOCA Race Driver 3,14,34,0.02
2005,2,1647,2,26.25,Top Gear RPM Tuning,13,172,0.02
2004,2,38,9,35.35,Godzilla: Save the Earth,6,10,0.47
2006,0,1208,2,35.4,Micro Machines V4,6,34,0.01
2007,2,89,7,40.6,The Sims 2: Castaway,0,7,1.2
2002,2,500,9,34.85,X-Men: Next Dimension,6,4,0.47
2005,2,476,6,44.1,Battlefield 2: Modern Combat,13,7,0.56
2007,0,294,2,45.5,DiRT,5,34,1.05
2001,0,4,2,51.7,Gran Turismo 3: A-Spec,6,3,14.98
2009,3,239,8,33.4,Mini Ninjas,3,21,0.34
2008,1,480,10,30.35,Alone in the Dark,14,10,0.01
2005,0,35,0,34.0,FIFA 06: Road to FIFA World Cup,4,7,0.15
2007,3,1111,8,11.05,Chicken Shoot,3,84,0.14
2010,2,143,8,34.9,Star Wars: The Force Unleashed II,5,18,1.5
2008,0,233,1,46.7,LocoRoco 2,16,3,0.35
2004,2,48,7,39.0,Steel Battalion: Line of Contact,13,12,0.02
2009,0,421,0,36.0,NBA 10: The Inside,16,3,0.08
2002,1,310,6,34.15,Turok: Evolution,6,30,1.31
2009,2,1167,11,36.4,Codename: Panzers Cold War,14,10,0.03
2010,2,1142,3,24.65,Venetica,4,233,0.13
2008,3,50,8,42.25,LEGO Indiana Jones: The Original Adventures,4,4,3.76
2016,1,1248,10,42.9,Root Letter,22,148,0.05
2016,2,325,9,44.75,Naruto Shippuden: Ultimate Ninja Storm 4,17,25,0.3
2005,3,690,3,37.9,Atelier Iris 2: The Azoth Of Destiny,6,48,0.06
2014,0,159,5,41.85,Pokemon Art Academy ,10,0,0.49
2014,1,116,3,48.2,Dragon Age: Inquisition,9,7,2.01
2012,0,22,8,35.85,FIFA Soccer 13,10,7,0.29
2013,0,967,1,40.85,Yumi's Odd Odyssey,10,263,0.03
2006,2,775,9,33.5,Art of Fighting Anthology,6,67,0.04
2014,1,289,8,49.6,Bayonetta 2,18,0,0.76
2007,3,337,8,35.35,Ben 10: Protector of Earth,0,58,1.23
2013,0,293,11,26.3,Angry Birds Star Wars,5,4,0.29
2014,2,1068,3,44.7,Wildstar,14,42,0.16
2005,0,151,2,41.25,Need for Speed Underground Rivals,16,7,1.32
2016,2,515,3,34.45,Dungeons 2,9,206,0.01
2001,0,48,3,43.95,Mega Man Battle Network,8,12,0.42
2008,2,1649,3,41.8,Pirates of the Burning Sea,14,101,0.02
2003,2,427,8,18.5,Terminator 3: Rise of the Machines,13,10,0.14
2006,2,1059,6,23.5,Eureka Seven Vol. 2: The New Vision,6,25,0.02
2009,0,57,0,48.4,Tiger Woods PGA Tour 10,0,7,1.07
2003,2,239,2,43.65,Road Rash: Jailbreak,8,84,0.1
2001,2,589,3,38.75,Wizardry: Tale of the Forsaken Land,6,5,0.09
2006,0,182,1,29.85,Super Monkey Ball Adventure,6,8,0.03
2008,0,443,7,33.45,Cooking Mama: World Kitchen,0,11,0.87
2002,0,901,6,33.75,Robotech: The Macross Saga,8,71,0.21
2016,0,83,0,48.15,NBA 2K17,14,2,0.01
2007,2,365,8,35.05,The Simpsons Game,0,7,1.01
2006,0,313,0,34.9,NBA 07,6,3,0.02
2006,0,57,8,18.95,Superman Returns,3,7,0.07
2002,0,0,8,52.45,The Legend of Zelda: The Wind Waker,19,0,4.6
2010,0,313,0,42.8,MLB 10: The Show,16,3,0.21
2003,0,376,7,48.1,Microsoft Flight Simulator 2004: A Century of Flight,14,1,0.07
2010,3,50,8,43.5,LEGO Harry Potter: Years 1-4,5,19,1.31
2015,3,701,3,42.45,Etrian Mystery Dungeon,10,131,0.24
2007,2,678,3,43.45,Eternal Sonata,4,10,0.32
2007,3,91,3,32.1,Naruto: Path of the Ninja,3,58,0.4
2005,2,260,9,28.55,Dragon Ball Z: Sagas,13,10,0.24
2003,1,624,8,33.1,Spawn: Armageddon,13,7,0.17
2002,0,12,1,27.0,Disney's PK: Out of the Shadows,6,5,0.12
2003,2,1234,7,39.15,Wing Commander: Prophecy,8,203,0.05
2005,2,153,11,44.35,Age of Empires III,14,1,0.38
