Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Enemy Front,5,2014,7,25,0.04,1426,2,20.4
Hatsune Miku: Project Diva 2nd,17,2010,6,8,0.41,0,0,0.0
Disney's Kim Possible: Kimmunicator,4,2005,2,32,0.13,250,1,34.25
Kikou Heidan J-Phoenix,7,2001,9,152,0.06,0,0,0.0
Yoshi's New Island,11,2014,2,0,1.38,296,1,35.05
Ferrari F355 Challenge,7,2002,3,3,0.05,219,1,37.2
Disney's Party,9,2003,6,123,0.07,1367,1,0.0
Create,15,2010,9,7,0.06,285,1,30.4
Darkspore,15,2011,4,7,0.12,89,3,35.5
Jambo! Safari Animal Rescue,1,2009,8,8,0.09,0,0,0.0
Last Ranker,17,2010,4,12,0.13,0,0,0.0
SimAnimals Africa,4,2009,8,7,0.1,22,1,0.0
Samurai Shodown: Warrios Rage,13,1999,10,244,0.01,0,0,0.0
Tornado,4,0,9,153,0.07,1349,1,22.0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,13,1999,1,14,0.32,0,0,0.0
Pro Evolution Soccer 2017,6,2016,1,14,0.13,69,1,3.6
Zoo Tycoon 2: Ultimate Collection,15,2008,12,1,0.26,524,1,4.2
Command & Conquer: Red Alert,13,1997,12,17,0.41,0,0,0.0
Pro Yakyuu Family Stadium '88,2,1988,1,25,1.18,0,0,0.0
Virtua Quest,20,0,4,53,0.01,250,3,30.25
Air Combat,13,1995,8,3,1.83,0,0,0.0
NBA Courtside 2 featuring Kobe Bryant,12,1999,1,0,0.25,0,0,0.0
NBA 2K7,5,2006,1,2,0.58,477,1,45.9
Zapper: One Wicked Cricket!,20,2002,2,52,0.13,0,0,0.0
Scared Rider Xechs,7,2010,11,561,0.02,0,0,0.0
Meitantei Conan: Tantei Ryoku Trainer,4,2007,6,25,0.06,0,0,0.0
Eragon,4,2006,9,23,0.16,186,3,35.3
NBA Live 97,13,1996,1,7,1.0,0,0,0.0
Diablo III,10,2014,4,4,1.82,41,2,0.0
Maximum Force,13,1997,7,13,0.11,0,0,0.0
Super Smash Bros.,12,1999,10,0,5.55,0,0,0.0
Chaos;Head Noah,5,2009,11,357,0.04,0,0,0.0
Cabela's Outdoor Adventures (2009),6,2009,1,59,0.23,565,3,0.0
Real Time Conflict: Shogun Empires,4,2005,12,25,0.07,1355,4,20.3
Brothers: A Tale of Two Sons,18,2015,11,11,0.04,534,3,44.95
Thor: God of Thunder,6,2011,9,8,0.14,1101,3,21.7
FIFA Soccer 10,6,2009,1,7,3.62,18,1,49.3
Mafia,15,2002,9,2,0.04,513,2,48.55
Links 2004,14,2003,1,1,0.29,460,1,44.5
Shin Megami Tensei: Strange Journey,4,2009,4,91,0.28,355,2,44.35
G1 Jockey 2,7,2000,1,48,0.06,0,0,0.0
Super Mahjong 2: Honkaku 4Jin Uchi,8,1993,6,412,0.06,0,0,0.0
Baseball Blast!,1,2009,1,2,0.15,0,0,0.0
Super Hero Generation,23,2014,4,25,0.04,0,0,0.0
Harvest Moon: Boy & Girl,17,2005,8,214,0.09,0,0,0.0
Travel Games For Dummies,4,2008,6,7,0.14,22,1,31.0
NCAA Football 2001,13,2000,1,7,0.7,0,0,0.0
King's Field,13,1995,4,3,0.16,0,0,0.0
Blazing Angels: Squadrons of WWII,5,2006,8,5,0.42,12,3,36.95
WCW/nWo Revenge,12,1998,10,28,2.38,0,0,0.0
Rock Band Track Pack Volume 1,1,2008,6,31,0.23,0,0,0.0
Disney's Extreme Skate Adventure,14,2003,1,4,0.11,140,1,42.15
Star Wars Battlefront (2015),15,2015,7,7,0.55,0,0,0.0
Hot Wheels: Battle Force 5,1,2009,3,4,0.18,803,4,0.0
The Legend of Zelda: Skyward Sword,1,2011,9,0,3.95,0,4,50.5
The Sims 4: City Living,15,2016,8,7,0.1,89,3,41.35
Samurai Shodown,8,1994,10,152,0.4,0,0,0.0
The Tomb Raider Trilogy,6,2011,9,15,0.88,298,3,43.05
Archer Maclean's 3D Pool,9,2003,6,67,0.07,0,0,0.0
Child of Light,23,2014,4,5,0.07,52,4,45.4
Tiger Woods PGA Tour 10,1,2009,1,7,1.07,57,1,48.4
Sora no Otoshimono Forte: Dreamy Season,4,2011,11,154,0.02,0,0,0.0
Final Fantasy Anniversary Edition,17,2007,4,15,0.58,91,4,37.35
Skylanders: SuperChargers,1,2015,9,4,0.15,0,0,0.0
Derby Stallion 04,7,2004,1,155,0.55,0,0,0.0
Jake Hunter: Detective Chronicles,4,2008,11,389,0.02,1198,3,23.5
Final Fantasy: Crystal Chronicles,20,2003,4,0,1.49,46,3,44.05
Twilight Syndrome: Kinjiratera Toshi Densetsu,4,2008,11,130,0.04,0,0,0.0
.hack//Infection Part 1,7,2002,4,10,1.27,325,3,41.75
IHRA Drag Racing: Sportsman Edition,14,2006,3,6,0.02,70,4,17.5
Agatha Christie: And Then There Were None,1,2008,11,305,0.07,635,3,28.1
God Eater 2: Rage Burst,10,2015,4,25,0.11,708,3,38.5
Rock Band Track Pack: Classic Rock,1,2009,6,31,0.22,58,3,0.0
Jikkyou Oshaberi Parodius,8,1995,7,14,0.05,0,0,0.0
Atelier Rorona: Alchemist of Arland,6,2009,4,131,0.48,0,0,0.0
Winning Post World,6,2009,1,48,0.05,0,0,0.0
Phantasy Star Universe,7,2006,4,8,0.19,125,3,38.25
Combat of Giants: Dinosaurs 3D,11,2011,12,5,0.39,12,4,24.65
NBA in the Zone 2000,13,2000,1,14,0.21,0,0,0.0
Madden NFL 10,5,2009,1,7,2.83,57,1,45.55
Destiny: The Taken King,10,2015,7,4,1.93,13,3,46.0
The Sims 3: Seasons,15,2012,8,7,0.16,23,3,40.25
Super Mario Land,3,1989,2,0,18.14,0,0,0.0
From Russia With Love,17,2006,9,7,0.08,248,3,33.95
Super Robot Taisen: Original Generation,9,2002,4,56,0.01,824,3,36.0
The Sims: Makin' Magic,15,2003,8,7,1.92,89,3,44.3
Spyro the Dragon,13,1998,2,3,5.0,0,0,0.0
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,4,2007,11,214,0.02,0,0,0.0
The Sims 4,15,2014,8,7,3.05,89,3,36.95
Death Jr.: Root of Evil,1,2008,2,21,0.11,179,3,39.55
NBA 2K8,5,2007,1,2,0.85,83,1,44.0
Mousetrap / Operation / Simon,9,2005,6,290,0.17,0,0,0.0
Johnny Test,4,2011,2,11,0.06,1383,1,0.45
SX Superstar,14,2003,3,30,0.04,310,3,26.5
Fashion Studio: Paris Collection,4,2009,6,5,0.14,12,1,0.0
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,13,1998,1,14,0.59,0,0,0.0
Bounty Hounds,17,2006,9,25,0.03,432,3,34.5
Alice: Madness Returns,15,2011,11,7,0.12,575,2,41.7
Disney's Kim Possible: Revenge of Monkey Fist,9,2002,2,28,0.51,80,1,35.4
The Urbz: Sims in the City,14,2004,8,7,0.34,89,3,38.25
Major League Baseball 2K8,7,2008,1,6,0.15,564,1,3.25
FIFA 16,6,2015,1,7,2.71,18,1,1.6
Left Brain Right Brain 2,4,2008,6,35,0.13,1157,1,25.5
The Bachelor: The Videogame,1,2010,6,19,0.1,0,0,0.0
Tom Clancy's Rainbow Six,12,1999,7,61,0.64,0,0,0.0
PDC World Championship Darts 2008,1,2008,1,60,0.24,906,4,28.2
Ford Racing 2,7,2003,3,87,1.0,397,1,29.5
Pro Evolution Soccer 2008,5,2007,1,14,1.07,69,1,41.9
Midnight Club: Los Angeles,6,2008,3,2,2.45,39,3,45.1
Earthworm Jim,9,2001,2,117,0.29,834,1,38.85
Hot Wheels World Race,20,2003,3,28,0.16,342,1,33.0
Chou!! Super Nep League DS,4,2008,1,163,0.02,0,0,0.0
Arabians Lost: The Engagement on Desert,17,2012,11,500,0.01,0,0,0.0
The Smurfs,13,1998,9,52,0.04,0,0,0.0
FIFA Soccer 96,13,1995,1,7,0.16,0,0,0.0
The King of Fighters Portable '94~'98: Chapter of Orochi,17,2010,10,225,0.03,0,0,0.0
Fallout 4,10,2015,4,6,7.16,17,2,46.75
Tiger Woods PGA Tour 2000,13,1998,1,7,0.66,0,0,0.0
Nights of Azure,10,2015,9,48,0.06,690,3,37.3
Tales of the World: Reve Unitia,11,2014,4,25,0.11,0,0,0.0
Injustice: Gods Among Us,6,2013,10,19,1.18,133,3,42.95
Pac-Man,16,1982,5,10,7.81,0,0,0.0
Ashes Cricket 2009,1,2009,1,34,0.23,0,0,0.0
The Godfather: Mob Wars,17,2006,9,7,0.1,367,2,33.45
LEGO Star Wars II: The Original Trilogy,5,2006,9,18,0.63,50,4,44.5
Mortal Kombat: Deception,7,2004,10,39,1.88,162,2,44.75
Hexen,12,1996,7,13,0.19,0,0,0.0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,4,2008,11,214,0.03,0,0,0.0
Indiana Jones and the Staff of Kings,4,2009,9,4,0.25,143,3,28.4
NFL Blitz,12,1998,1,39,1.06,0,0,0.0
Gambler Densetsu Tetsuya,7,2001,11,402,0.07,0,0,0.0
Richard Burns Rally,15,2004,3,113,0.04,0,0,0.0
Disgaea Infinite,17,2010,11,131,0.09,579,3,34.2
NFL Street 3,17,2006,1,7,0.27,57,1,34.0
Super Mario Bros.,2,1985,2,0,40.24,0,0,0.0
Fear Effect 2: Retro Helix,13,2001,9,21,0.18,1007,2,46.45
Disney Sports Soccer,20,2002,1,14,0.03,741,1,37.5
Call of Duty 2,15,2005,7,4,0.06,7,3,47.2
Angry Birds Star Wars,6,2013,12,4,0.29,293,1,26.3
Bravo Air Race,13,1997,3,28,0.14,0,0,0.0
World Class Rugby 2: Kokunai Gekitou Hen '93,8,1994,1,442,0.02,0,0,0.0
Rockstar Games presents Table Tennis,5,2006,1,2,0.75,39,1,44.4
Jig-A-Pix: Wild World,4,2009,5,201,0.03,1457,1,0.0
Gitaroo Man,7,2001,6,28,0.05,1229,1,45.35
Blood Will Tell: Tezuka Osamu's Dororo,7,2004,11,8,0.04,0,0,0.0
Family Party: Fitness Fun,1,2010,1,58,0.15,327,4,0.0
King's Bounty: Armored Princess,15,2009,4,431,0.01,1691,3,45.3
Disney Infinity 2.0: Marvel Super Heroes,19,2014,9,32,0.65,0,0,0.0
Supreme Commander,5,2008,12,11,0.09,280,4,30.85
Marginal #4: Idol of Supernova,23,2014,11,323,0.01,0,0,0.0
International Superstar Soccer 64 (weekly JP sales),12,1997,1,14,0.1,0,0,0.0
Zathura,7,2005,11,2,0.12,337,4,22.5
Super Bubble Pop,20,2003,5,163,0.05,439,1,27.0
Gex 3: Deep Cover Gecko,13,1999,2,21,0.53,0,0,0.0
Madden NFL 06,7,2005,1,7,4.91,18,1,48.0
Golf,3,1989,1,0,2.12,0,0,0.0
The King of Fighters Collection: The Orochi Saga (JP sales),7,2006,10,153,0.02,0,0,0.0
Blacksite: Area 51,5,2007,7,39,0.57,577,3,34.05
Steins;Gate: Senkei Kousoku no Phonogram,5,2013,11,357,0.02,0,0,0.0
Ace Combat 6: Fires of Liberation,5,2007,8,10,1.01,395,3,43.95
Sam & Max: Season One,1,2008,11,271,0.15,0,0,0.0
My Baby Boy,4,2008,8,125,0.34,485,1,0.0
Syphon Filter: Dark Mirror,7,2007,7,3,0.28,436,3,38.9
Touch My Katamari ,23,2011,5,25,0.12,247,4,38.2
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,9,2004,6,0,0.17,0,0,0.0
Marc Ecko's Getting Up: Contents Under Pressure,7,2006,9,10,0.05,105,2,38.1
Fairy Tail: Portable Guild 2,17,2011,10,14,0.08,0,0,0.0
Moyashimon DS,4,2009,9,197,0.03,0,0,0.0
I Am In The Movie,17,2012,8,25,0.06,0,0,0.0
LEGO Friends,11,2013,9,19,0.04,280,1,25.65
Batman & Robin,13,1998,9,30,0.11,0,0,0.0
Zoo Keeper,4,2004,5,153,0.16,1048,1,40.75
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,4,2008,11,79,0.07,0,0,0.0
Quest 64,12,1998,4,14,0.47,0,0,0.0
Ghostbusters: The Video Game (DS Version),15,2010,9,2,0.09,0,0,0.0
G-Force,4,2009,9,32,0.53,614,4,4.5
Ship Simulator Extremes,15,2010,8,310,0.05,1460,1,27.6
The Powerpuff Girls: Chemical X-Traction,12,2001,9,176,0.16,0,0,0.0
NBA 2K12,5,2011,1,2,2.62,83,1,48.85
The King of Fighters XIII,5,2011,10,70,0.33,775,3,43.6
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,17,2007,4,251,0.01,0,0,0.0
Just Dance 4,1,2012,6,5,6.76,12,4,40.65
Medal of Honor European Assault,20,2005,7,7,0.25,36,3,39.45
Casper's Scare School: Spooky Sports Day,1,2009,1,288,0.02,1440,1,0.0
AC/DC LIVE: Rock Band Track Pack,5,2008,6,31,0.23,58,3,33.95
Hotel Giant DS,4,2008,8,125,0.01,0,0,0.0
Max Payne,15,2001,7,2,0.02,308,2,49.05
MTV Music Generator 2,7,2001,6,34,0.15,505,3,42.75
Kaboom!,16,1980,6,4,1.15,0,0,0.0
NERF N-Strike,1,2008,7,7,1.09,359,4,35.2
My Body Coach,1,2009,1,127,0.04,0,0,0.0
Dragoneer's Aria,17,2007,4,48,0.07,1275,4,31.0
Ice Age 2: The Meltdown,1,2006,2,23,0.08,979,4,36.9
Motocross Mania 3,7,2004,3,2,0.1,470,3,0.0
WWF in Your House,13,1996,10,30,0.62,0,0,0.0
Hot Shots Golf,13,1997,1,3,2.79,0,0,0.0
Sniper Elite,7,2005,7,5,0.19,248,2,42.45
MotionSports,5,2010,1,5,0.69,517,3,22.2
Madden NFL 2002,12,2001,1,7,0.43,0,0,0.0
Ant Nation,4,2009,8,14,0.07,490,1,0.0
The Conveni: Ano Machi wo Dokusen Seyo,13,1997,8,190,0.32,0,0,0.0
eJay Clubworld,7,0,6,87,0.15,424,1,38.8
Sengoku Basara: Samurai Heroes,1,2010,9,12,0.29,48,3,36.9
Sonic & Knuckles,21,1994,2,8,1.82,0,0,0.0
PoPoLoCrois,17,2005,4,153,0.06,1351,1,36.7
Gun,5,0,7,4,0.27,60,2,41.25
River King: Mystic Valley (jp sales),4,2007,1,70,0.03,0,0,0.0
Sakura Wars,24,1996,11,8,0.55,0,0,0.0
Ragnarok Odyssey,6,2014,4,66,0.04,0,0,0.0
FIFA Soccer 10,7,2009,1,7,1.7,18,1,4.2
NHL 2K10,6,2009,1,2,0.15,749,4,36.55
Lufia: Curse of the Sinistrals,4,2010,4,15,0.15,580,4,44.0
FIFA 15,23,2014,1,7,0.59,18,1,1.55
Petz Catz Clan,4,2008,8,5,0.54,603,1,0.0
Shaun White Snowboarding,7,2008,1,5,0.31,12,4,0.0
Arcana Famiglia: Vascello Phantasma no Majutsushi,17,2012,9,451,0.02,0,0,0.0
Formula One 2001,7,2001,3,3,0.26,382,1,39.5
Robots,7,2005,9,23,0.36,103,1,29.5
Tetris 2 (All region sales),3,1992,5,0,1.24,0,0,0.0
FIFA 15,1,2014,1,7,0.56,18,1,2.15
Dante's Inferno,5,2010,9,7,0.92,189,2,40.35
Dead or Alive Xtreme 2,5,2006,1,48,0.25,225,2,29.85
Haitaka no Psychedelica,23,2016,11,323,0.01,0,0,0.0
Cabela's Deer Hunt 2005 Season,14,2004,1,4,0.11,287,3,33.25
Borderlands,6,2009,7,2,2.09,100,2,45.45
Tiger Woods PGA Tour,4,2004,1,7,0.14,845,1,35.7
Dragon Quest Monsters: Caravan Heart,9,2003,4,24,0.66,0,0,0.0
Animal Genius,4,2007,5,5,0.11,459,1,0.0
Monster Rancher 2,13,1998,8,3,1.05,378,1,41.5
Pinobee: Wings of Adventure,9,2001,2,123,0.08,144,1,30.5
Blinx: The Time Sweeper,14,2002,2,1,0.56,144,1,39.5
The Legend of Dragoon,13,1999,4,3,1.86,212,3,41.2
Zettai Onkan Otoda Master,4,2007,4,68,0.07,0,0,0.0
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,4,2005,9,14,0.03,0,0,0.0
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,9,2004,2,14,0.21,0,0,0.0
Army of Two: The 40th Day,17,2010,7,7,0.32,787,2,27.5
Phantom Kingdom Portable,17,2011,4,131,0.04,0,0,0.0
First Queen: Ornic Senki,8,1994,4,267,0.03,0,0,0.0
Dragon Ball Z: La Legende Saien,8,1993,10,25,1.2,0,0,0.0
Hamsterz Life,4,2006,9,5,0.47,603,1,4.5
Order Up!!,6,2011,9,142,0.07,0,0,0.0
Blues Brothers 2000,12,2000,2,17,0.05,0,0,0.0
Tales of Eternia,17,2005,4,5,0.26,0,0,0.0
NHL 16,18,2015,1,7,0.48,553,4,43.0
LEGO Star Wars III: The Clone Wars,1,2011,9,18,1.76,50,4,41.85
Man vs. Wild,1,2011,9,67,0.08,1252,3,0.0
Deep Fear,24,1998,11,8,0.08,0,0,0.0
Two Worlds,5,2007,4,81,0.7,511,2,27.75
The Lord of the Rings: The Fellowship of the Ring,14,2002,9,20,0.53,608,3,32.8
NFL Fever 2004,14,2003,1,1,0.32,376,1,41.4
Family Game Night 4: The Game Show,5,2011,6,7,0.08,22,1,0.0
F-Zero GX,20,2003,3,0,0.65,269,3,48.75
Real Heroes: Firefighter,1,2009,9,143,0.64,545,4,37.6
Johnny Bazookatone,13,1995,2,325,0.05,0,0,0.0
Texas Hold 'Em Poker DS,4,2005,6,35,0.04,561,1,0.0
Zatch Bell! Mamodo Battles,7,2005,10,25,0.08,0,0,0.0
Rocksmith,6,2011,6,5,1.12,12,3,44.15
Dynasty Warriors: Strikeforce,5,2009,9,48,0.23,188,3,32.35
Street Fighter II': Special Champion Edition,21,1992,10,8,1.66,0,0,0.0
Hysteria Hospital: Emergency Ward,4,2009,9,60,0.11,1222,1,22.5
Madden NFL 10,1,2009,1,7,0.72,57,1,42.1
Super Dodgeball Brawlers,4,2008,1,221,0.14,1106,1,32.5
Rayman Arena,7,2001,3,5,0.6,12,1,35.8
Grand Theft Auto III,7,2001,9,2,13.1,8,2,52.75
We Cheer 2,1,2009,8,25,0.26,623,4,32.0
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,17,2010,11,323,0.02,0,0,0.0
Clever Kids: Pirates,4,2008,6,162,0.03,0,0,0.0
Driven,7,2001,3,176,0.15,598,3,20.7
Disney TH!NK Fast: The Ultimate Trivia Showdown,1,2008,6,32,0.6,0,0,0.0
Legend of Kay,7,2005,9,271,0.05,1439,4,39.65
Actua Tennis,13,1997,1,264,0.13,0,0,0.0
Rayman Origins,15,2012,2,5,0.08,399,4,47.2
NHL Open Ice,13,1996,1,39,0.07,0,0,0.0
Dragon's Lair,4,2010,2,160,0.02,1606,4,31.5
MotoGP 4 - Official Game of MotoGP,7,2005,3,3,0.06,0,0,0.0
Tom Clancy's HAWX 2,1,2010,9,5,0.1,12,3,23.5
The Ant Bully,1,2006,2,39,0.09,250,4,23.2
Heroes Phantasia,17,2012,4,25,0.07,0,0,0.0
Atelier Shallie Plus: Alchemists of the Dusk Sea,23,2016,4,48,0.03,690,3,0.0
SNK Arcade Classics Vol. 1,7,2008,6,153,0.19,775,3,34.5
River City Ransom SP,11,2016,9,221,0.01,0,0,0.0
Zapper: One Wicked Cricket!,9,2002,2,52,0.14,0,0,0.0
Open Season,20,2006,2,5,0.17,12,4,29.5
East India Company,15,2009,12,310,0.02,1547,3,36.35
Predator: Concrete Jungle,14,2005,9,23,0.1,103,2,27.0
2010 FIFA World Cup South Africa,5,2010,1,7,0.85,22,1,45.55
Tiger Woods PGA Tour 08,17,2007,1,7,0.38,388,1,36.0
Dynasty Warriors 5 Empires,7,2006,9,48,0.34,188,3,35.55
Tamagotchi Collection,4,2011,6,25,0.15,0,0,0.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,7,2007,3,39,0.07,696,2,21.45
MLB 2006,7,2005,1,3,0.4,398,1,45.0
Alien Resurrection,13,2000,7,29,0.16,90,2,34.25
Chrono Trigger,8,1995,4,9,2.31,0,0,0.0
AKB1/48: Idol to Guam de Koishitara...,17,2011,6,25,0.4,0,0,0.0
Shrek: Reekin' Havoc,9,2003,2,71,0.21,91,1,28.5
Mega Man 8 Anniversary Collector's Edition,13,1996,2,12,0.88,0,0,0.0
R.U.S.E.,15,2010,12,5,0.27,637,3,42.05
Puyo Puyo! 15th Anniversary,17,2007,5,8,0.02,0,0,0.0
Colony Wars,13,1997,8,85,0.42,693,1,49.4
Sports Illustrated for Kids: Baseball,9,2001,1,176,0.17,764,1,19.5
The Godfather II,6,2009,9,7,0.74,97,2,37.1
Marvel vs. Capcom 2: New Age of Heroes,22,2000,10,17,0.14,0,0,0.0
Skylanders Imaginators,19,2016,2,4,0.18,140,4,38.0
Onechanbara Z Kagura,5,2012,9,58,0.03,0,0,0.0
Sphinx and the Cursed Mummy,20,2003,9,28,0.14,103,3,43.9
Dishonored,5,2012,9,6,1.71,237,2,47.95
Tantei Jinguuji Saburo: Hai to Diamond,17,2009,11,221,0.01,0,0,0.0
Pro Fishing Challenge,14,2004,1,91,0.02,789,1,35.55
Jikkyou Powerful Pro Yakyuu 2012,6,2012,9,14,0.21,0,0,0.0
Rock Band 2,6,2008,6,31,1.49,58,3,49.45
SD Gundam G Generation Wars,1,2009,12,25,0.06,0,0,0.0
Reine des Fleurs,23,2015,9,323,0.02,0,0,0.0
Hot Wheels: Beat That!,4,2007,3,4,0.23,504,1,0.0
Active Life: Magical Carnival,1,2011,6,25,0.04,247,1,0.0
Assassin's Creed: Revelations,5,2011,9,5,4.19,52,2,43.6
Just Dance 4,19,2012,6,5,0.37,31,4,36.9
Animal Planet: Vet Life,4,2009,8,4,0.11,242,1,0.0
Anno 1701: Dawn of Discovery,4,2007,8,129,0.13,1140,1,42.75
Sleeping Dogs,5,2012,9,110,0.87,353,2,43.95
FIFA 17,18,2016,1,7,2.65,27,1,44.75
Samurai Warriors,7,2004,9,7,1.35,188,3,40.85
Strike Point,13,1996,8,398,0.07,0,0,0.0
J-League '96 Dream Stadium,8,1996,1,68,0.05,0,0,0.0
The BIGS 2,6,2009,1,2,0.13,273,4,43.8
SpongeBob's Boating Bash,1,2010,6,28,0.34,763,1,3.8
Minna to Kimi no Piramekino!,4,2010,6,25,0.05,0,0,0.0
Fate/Tiger Colosseum,17,2007,10,12,0.08,0,0,0.0
Tom and Jerry in War of the Whiskers,14,0,10,53,0.03,0,0,0.0
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,4,2009,6,0,0.1,0,0,0.0
Transformers: Revenge of the Fallen (DS Versions),4,2009,9,4,0.33,0,0,0.0
Just Cause 2,6,2010,9,15,1.75,214,2,45.5
Black Sigil: Blade of the Exiled,4,2009,4,330,0.05,1435,1,32.75
Kenka Bancho Otome,23,2016,9,185,0.03,0,0,0.0
Crash: Mind Over Mutant,1,2008,2,23,0.43,311,4,38.3
Match 3 Madness,4,2010,5,276,0.05,1189,1,0.0
Major Dream: Major DS Dream Baseball,4,2008,1,197,0.02,0,0,0.0
Disciples III: Renaissance,15,2010,12,206,0.02,829,3,30.7
NES Open Tournament Golf,2,1991,1,0,1.0,0,0,0.0
Heatseeker,17,2007,9,34,0.04,827,3,24.5
Kinectimals,5,2010,8,1,1.62,173,1,38.55
Disney's Extreme Skate Adventure,20,2003,1,4,0.12,140,1,41.8
Uchi no 3 Shimai DS,4,2008,6,267,0.02,0,0,0.0
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,17,2009,10,214,0.04,0,0,0.0
The Wild Thornberrys Movie,9,2002,2,28,0.34,504,1,0.0
Gabrielle's Ghostly Groove 3D,11,2011,11,142,0.11,1201,1,34.7
Carnival Games,1,2007,6,2,4.05,79,1,31.0
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,17,2007,7,25,0.12,0,0,0.0
Snowboard Kids 2,12,1999,1,91,0.11,0,0,0.0
Bigfoot: Collision Course,4,2009,3,84,0.15,758,1,13.0
Pilot ni Narou! 2,7,2001,8,249,0.08,0,0,0.0
Cooking Mama: World Kitchen,1,2008,8,11,0.87,443,1,33.45
Cabela's Adventure Camp,6,2011,6,4,0.11,242,1,0.0
Fantastic 4,7,2005,9,4,0.5,641,3,35.9
Sengoku Hime: Senran ni Mau Otometachi,7,2009,11,443,0.02,0,0,0.0
Summer Sports: Paradise Island,1,2008,1,5,0.53,611,1,25.3
Infernal: Hell's Vengeance,5,2009,7,289,0.08,1327,2,20.15
Roommate Asami: Okusama wa Joshikousei,7,2002,11,550,0.02,0,0,0.0
Metal Gear Solid V: The Phantom Pain,18,2015,9,14,0.75,101,2,51.15
Antiphona no Seikahime: Tenshi no Gakufu Op.A,17,2009,4,131,0.02,0,0,0.0
Top Gun: Hard Lock,5,2012,9,11,0.06,666,3,28.75
The House of the Dead: Overkill - Extended Cut,6,2011,7,8,0.37,0,0,0.0
Just Dance Wii,1,2011,6,0,0.73,0,0,0.0
Casper: Spirit Dimensions,7,2001,2,71,0.14,901,1,30.75
L.A. Noire,5,2011,11,2,2.7,111,2,48.4
Otomedius Gorgeous,5,2008,7,14,0.03,0,0,0.0
Moujuutsukai to Oujisama Portable,17,2011,11,323,0.02,0,0,0.0
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,4,2009,9,14,0.4,0,0,0.0
Sniper Elite V2,5,2012,7,11,0.84,248,2,36.9
NBA Street Vol. 2,20,0,1,7,0.54,22,1,48.05
NHL 15,5,2014,1,7,0.45,18,4,1.4
Raw Danger! (JP sales),7,2006,9,11,0.06,0,0,0.0
Kimi ni Todoke: Tsutaeru Kimochi,4,2011,11,56,0.05,0,0,0.0
Petz Puppyz & Kittenz,4,2011,6,5,0.12,0,0,0.0
NCAA Football 08,7,2007,1,7,0.79,57,1,45.65
Croc: Legend of the Gobbos,13,1997,2,29,3.56,0,0,0.0
Pro Evolution Soccer 2014,5,2013,9,14,0.24,69,1,42.15
Metal Gear Solid: Portable Ops,17,2006,9,14,1.18,45,2,47.6
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,4,2010,11,79,0.03,0,0,0.0
Jampack Summer '99,13,1999,6,3,0.96,0,0,0.0
Viewtiful Joe,20,2003,9,12,0.62,551,3,50.65
Kingdoms of Amalur: Reckoning,5,2012,4,7,0.87,440,2,43.85
Disaster Report,7,2002,9,95,0.21,943,3,37.0
Command & Conquer: Red Alert 3,5,2008,12,7,0.45,0,0,0.0
NBA Jam 2000,12,1999,1,30,0.13,0,0,0.0
Onimusha 3: Demon Siege,7,2004,9,12,1.45,48,2,46.8
Summon Night: Swordcraft Story,9,2003,4,56,0.02,1115,4,42.55
Instant Brain,5,2011,11,360,0.01,0,0,0.0
Capcom Classics Collection,7,2005,6,12,0.51,80,3,43.2
Batman: The Brave and the Bold the Videogame,1,2010,9,19,0.28,0,0,0.0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,9,2002,9,68,0.03,0,0,0.0
The Adventures of Lomax,13,1996,2,85,0.03,0,0,0.0
Pokemon XD: Gale of Darkness,20,2005,4,0,1.25,157,1,36.15
Naruto Shippuuden: Shinobi Retsuden III,4,2009,9,197,0.04,0,0,0.0
Evil Genius,15,2004,12,23,0.02,1661,3,41.65
Disney Infinity 2.0: Marvel Super Heroes,6,2014,9,32,0.95,0,0,0.0
DiRT,5,2007,3,34,0.87,294,1,45.2
MotorStorm,6,2006,3,3,3.87,84,3,45.7
Smashing Drive,9,2004,3,84,0.03,1234,1,0.0
Nintendo Puzzle Collection,20,0,5,53,0.13,0,0,0.0
Theme Park,24,1994,8,7,0.08,0,0,0.0
